copyright	zengfr	site:http://github.com/zengfr/romhack
w@(a6+20),w@(a6+26),d@(a6+40),b@(a6+4),b@(a6+5),b@(a6+6),d@(a6+28),b@(a6+7),d@(a6+30),b@(a6+0),b@(a6+3),a0,w@(a0+0),w@(a0+2),d@(a0+4),w@(a0+8);	
   8;   0;   34892; 0; 2; 0;       0; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   2E80A; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   2EA34; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   2EAE2; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   2EED2; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   2F6B0; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   2FA92; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   30180; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   348B6; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 0; 2; 0;   4575E; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   4577C; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   55D16; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   56560; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   5BDAA; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   6FDE0; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   716BC; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 0;   71B04; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0;   34892; 0; 2; 2;   348CC; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 0; 2; 2;   348CC; 0;       0; 1; 0;   348D6;25E8;8000;   10008; 800;	
   8;   0;   34892; 0; 2; 2;   348D6; 0;       0; 1; 0;   348E0;25EC;8000;       8; 800;	
   8;   0;   34892; 0; 2; 2;   348E0; 0;       0; 1; 0;   348EA;25F0;8000;   10008; 800;	
   8;   0;   34892; 0; 2; 2;   348EA; 0;       0; 1; 0;   348F4;25F4;8000;   10008; 800;	
   8;   0;   34892; 0; 2; 2;   348F4; 0;       0; 1; 0;   348FE;25F8;8000;      88; 800;	
   8;   0;   34892; 2; 0; 0;   2E7D4; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   2E7E0; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   2E84A; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   30B72; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   348CC; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   348D6; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   348E0; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   348EA; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   348F4; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   349E4; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   349F8; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0;   34892; 2; 0; 0;   34A16; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
