copyright	zengfr	site:http://github.com/zengfr/romhack
spr;FFFFB274; 1; 0; 0; 0; 0;   0;   0;   9E45E;   9E734;       0;a0:   9E45E;   0;8000;      78;1A00;   0	
spr;FFFFB274; 1; 0; 0; 0; 0;   0;   0;   9EFBE;   9E734;       0;a0:   9E45E;   0;8000;      78;1A00;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E45E;       0;       0;a0:   9E45E;   0;8000;      78;1A00;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E45E;       0;       0;a0:   9E46A;   0;8000;      78;1A00;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E45E;       0;       0;a0:   9E59A;  40;8000; 1000008;1C00; D00	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E45E;       0;       0;a0:   9EE20;  8C;8000;       1;1D01;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E45E;   9E734;       0;a0:   9E45E;   0;8000;      78;1A00;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E45E;   9E734;       0;a0:   9E59A;  40;8000; 1000008;1C00; D00	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E45E;   9E734;       0;a0:   9EE20;  8C;8000;       1;1D01;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E45E;   9E734;       0;a0:   9EE60;  94;8000;       2;1D03;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E482;       0;       0;a0:   9E48E;   C;8000;       A;1A00;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E48E;       0;       0;a0:   9E49A;   8;8000;       A;1A00;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E49A;       0;       0;a0:   9E4A6;   C;8000;       A;1A00;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E4A6;       0;       0;a0:   9E4B2;   8;8000;       A;1A00;   0	
spr;FFFFB274; 1; 2; 0; 0; 0;   0;   0;   9E508;       0;       0;a0:   9E45E;   0;8000;      78;1A00;   0	
