copyright	zengfr	site:http://github.com/zengfr/romhack

w@(a6+20),w@(a6+26),b@(a6+4),b@(a6+5),b@(a6+6),d@(a6+40),b@(a6+7),d@(a6+28),d@(a6+30),b@(a6+0),b@(a6+3),a0,w@(a0+0),w@(a0+2),d@(a0+4),w@(a0+8);	
  
   8;   0; 0; 2; 0;;   34892; 0;       0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   2E80A;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   2E83E;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   2E9AA;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   2EED2;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   2F66E;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   2F8F4;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   30180;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   348B6;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   55D16;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   56560;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   5BDC8;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   6FCC6;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   6FDE0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   714E4;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 0;;   34892; 0;   71B04;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8;   0; 0; 2; 2;;   34892; 0;   348CC;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8;   0; 0; 2; 2;;   34892; 0;   348CC;       0; 1; 0;   348D6;25E8;8000;   10008; 800;	
   8;   0; 0; 2; 2;;   34892; 0;   348D6;       0; 1; 0;   348E0;25EC;8000;       8; 800;	
