copyright	zengfr	site:http://github.com/zengfr/romhack
w@(a6+20),b@(a6+4),b@(a6+5),w@(a6+26),b@(a6+6),d@(a6+40),d@(a6+28),b@(a6+7),d@(a6+30),b@(a6+0),b@(a6+3),a0,w@(a0+0),w@(a0+2),d@(a0+4),w@(a0+8)	
   8; 0; 2;   0; 0;   34892;       0; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   2AC1C; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   2E976; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   2E9AA; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   2EA00; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   2EB16; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   2F34E; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   2FA92; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   30180; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   348B6; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8; 0; 2;   0; 0;   34892;   55D16; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   56560; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   5BAE6; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   5BDC8; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   6FB20; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   716BC; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 0;   34892;   71722; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   0; 2;   34892;   348CC; 0;       0; 1; 0;   348CC;25D8;8000;   10008; 800;	
   8; 0; 2;   0; 2;   34892;   348CC; 0;       0; 1; 0;   348D6;25E8;8000;   10008; 800;	
   8; 0; 2;   0; 2;   34892;   348D6; 0;       0; 1; 0;   348E0;25EC;8000;       8; 800;	
   8; 0; 2;   0; 2;   34892;   348E0; 0;       0; 1; 0;   348EA;25F0;8000;   10008; 800;	
   8; 0; 2;   0; 2;   34892;   348EA; 0;       0; 1; 0;   348F4;25F4;8000;   10008; 800;	
   8; 0; 2;   0; 2;   34892;   348F4; 0;       0; 1; 0;   348FE;25F8;8000;      88; 800;	
   8; 0; 2;   2; 0;   34892;       0; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   2; 0;   34892;   2E80A; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   2; 0;   34892;   2E976; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   2; 0;   34892;   2F40C; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
   8; 0; 2;   2; 0;   34892;   348B6; 0;       0; 1; 0;   349E4;A5FC;  3C;       5; 900;	
   8; 0; 2;   2; 0;   34892;   5616E; 0;       0; 1; 0;   348B6;25D8;8000;      8A; 800;	
